id,tokenType,path,value
5ab34add-4a86-4692-8a27-db6bd63e6607,Color,Success/300,#7BE5B3
c6edccfb-910a-4369-b8e4-d12c0b7916fc,Color,Success/400,#61E0A5
121c8df7-77b1-4034-940d-738b5ebc6b38,Color,Success/500,#3AD88E
d8ffb99b-8534-4268-bd7f-a73ec1dc0c4e,Color,Success/600,#35C581
649b2ce7-a687-40f1-bb63-175cb3792bd4,Color,Success/700,#299965
1832898e-d28f-492f-9811-bf8950d65f63,Color,Success/800,#20774E
83a76f39-4a86-4d65-8540-b7f27f454aa8,Color,Success/900,#185B3C
546405f2-e7e2-4895-bf9c-d71c6fae5b23,Color,Warning/25,#FFF9F1
2d7db213-6c68-430d-b167-12495099f518,Color,Warning/50,#FEF5E7
655ea1d7-6db1-4f7f-91f7-58534116d204,Color,Warning/100,#FDE1B4
29a7e876-daf4-4086-becf-82c85eef69d8,Color,Warning/200,#FCD290
a760053a-e011-42eb-94d9-eded8116aa6a,Color,Warning/300,#FBBD5E
b3c60e4f-b66c-4827-816e-e82ae2e59801,Color,Warning/400,#FAB13E
7ae1f957-f14e-424b-bb6a-16aea434087e,Color,Warning/500,#F99D0E
eaa0dc94-5729-4ae9-a286-d953cb298fee,Color,Warning/600,#E38F0D
d1e4f2e6-392c-4821-8766-6ecf15bc9cb8,Color,Warning/700,#B16F0A
f3377d86-02c8-4bea-b023-7d2d4643444f,Color,Warning/800,#895608
4c1eac74-839a-47ac-9a07-d0565166cde8,Color,Warning/900,#694206
bb8d49b6-0b30-482f-99bd-aa6a4d8fabe2,Color,Blue/25,#F3FAFF
dd2c260f-ef2f-4e62-8067-ea58ac4a93de,Color,Purple/25,#F9F8FB
c7d8686c-0399-4b5c-9439-9d0ab481bed3,Color,Purple/50,#ECEBFF
da0b08c8-7fc0-45d6-ad6f-885472d4d56f,Color,Purple/100,#C7C4FD
dddfdcd9-f305-42c0-882d-11fd77804657,Color,Purple/200,#ABA7FD
d6af0792-ce70-4c4b-94f8-b7b95c724299,Color,Purple/300,#8F89FC
21ffa68c-587e-4252-b8c4-e8d542f6e658,Color,Purple/400,#736CFB
511f99a2-49c4-4e4a-9a93-e38fc77592cc,Color,Purple/500,#5D55F6
b8eaeeab-323b-4ae7-bba7-1901eb5cd384,Color,Purple/600,#574EFA
d99d61bf-18b9-4d35-a6cb-5d7fc0a4c717,Color,Purple/700,#463EE3
f18acf32-e595-42ad-ab51-d1a84fda913e,Color,Purple/800,#352DC8
3384eb92-5af2-427a-b1ca-4c268ec03af3,Color,Purple/900,#33059F
8be25fee-c8bf-4498-b506-c67d3047a01c,Color,Blue/50,#E6F4FF
f7bcc616-6e11-48e2-9831-252814b2fc96,Color,Blue/100,#B0DCFF
3abb8ec0-bc4b-465f-90f1-25fb39d87a9b,Color,Blue/200,#8ACBFF
7a479a5b-02a8-4ab4-84c3-4b6a2b9fbaab,Color,Blue/300,#54B3FF
01f5df84-a79c-461a-bb56-0d94aa572397,Color,Blue/400,#33A4FF
eaf75e01-f946-4940-9122-ac8188f5b557,Color,Blue/500,#008DFF
e0390776-e32c-4321-b7e7-dc75205d4658,Color,Blue/600,#0080E8
70a85d3f-6918-4f41-a571-6f7a74f1b94f,Color,Blue/700,#0064B5
1edcd152-4656-4c7d-811d-1e706ce355b4,Color,Blue/800,#004E8C
7d9e568e-2d90-4d31-998a-1ccf30813729,Color,Blue/900,#003B6B
78953e2e-c68a-499e-9f44-de7253c3de82,Color,Background/Base-Main,#FFFFFF (White)
6e27698c-f8be-4876-bde1-8291378367ad,Color,Text & Icons/Base-Main,#353841 (Gray/500)
e735b7c4-a13d-4fc5-9462-12f0504a51ed,Color,Text & Icons/Base-Second,#8D8D8D (Neutral/700)
3e51985b-bc2e-4d32-a23c-2c67b0b6bd58,Color,Text & Icons/On-Color,#FFFFFF (White)
61372597-516b-4062-a444-cd78969a1125,Color,Text & Icons/Disabled,#A2A3A8 (Gray/200)
4cb9f44a-8cf9-4fd7-b950-2b2e9e4564d8,Color,Text & Icons/Primary,#E8BE17 (Primary-600)
9baa3e6a-7b8d-4d88-a113-5f18a2944299,Color,Text & Icons/Primary-Second,#FFD119 (Primary-500)
7aa76054-26d0-4fbf-97ea-7386aaedeaf5,Color,Text & Icons/Success,#3AD88E (Success/500)
086ccf9f-8402-44a0-ae1d-c30fc23a2738,Color,Text & Icons/Danger,#FF4538 (Danger/500)
1e28ca09-5c55-45d4-8808-e57aeaa5fd8f,Color,Text & Icons/Warning,#F99D0E (Warning/500)
a3b9ef1c-2443-4076-851b-5c071d5bae96,Color,Text & Icons/Red,#FF6A60 (Danger/400)
3fad36b9-c89d-4810-896f-4a1bd3446ee3,Color,Text & Icons/Blue,#008DFF (Blue/500)
b923ad4d-70a1-41ea-ae36-8ccebfdc3530,Color,Text & Icons/Purple,#5D55F6 (Purple/500)
c3d3d79d-e9f2-47d2-8277-0dd710237de9,Color,Background/Base-Second,#F9F9F9 (Neutral/50)
f99bebc7-2543-4748-8fda-b4cae4120544,Color,Background/Base-Third,#EEEEEE (Neutral/100)
544b02d7-e4ab-46ce-9f7a-f11b9d568bf6,Color,Background/Base-Opacity,#FFFFFF (White-opacity-secondary) / 20%
cc30750f-43c2-418a-a591-b207cdf6727d,Color,Background/Primary-Main,#FFDA47 (Primary-400)
ae9c1c34-89bf-408e-858d-2b299f615f5d,Color,Background/Primary-Second,#FFFAE8 (Primary-50)
aebe7a48-d751-4cab-bc96-69913fa54125,Color,Background/Success-Main,#3AD88E (Success/500)
db549413-fcd0-4507-a449-951a60a3eba2,Color,Background/Success-Second,#EBFBF4 (Success/50)
32179cf2-609c-4763-a54b-2d574e407883,Color,Background/Danger-Main,#FF4538 (Danger/500)
e6733298-2368-4cd2-9fc9-ab2b67aec416,Color,Background/Danger-Second,#FFECEB (Danger/50)
bc95ff99-42fc-4aed-808e-3a1b5f17da1d,Color,Background/Warning-Main,#F99D0E (Warning/500)
c678ce35-b76f-467f-97bf-562919175888,Color,Background/Warning-Second,#FEF5E7 (Warning/50)
825c9e69-3f24-4051-8ff6-c0fb99312e67,Color,Background/Red-Main,#FF6A60 (Danger/400)
c7b705ae-9941-4778-b97e-9b82f2b5f9ac,Color,Background/Red-Second,#FFF7F6 (Danger/25)
0f459373-c00c-4898-a298-62bf31c9c1fd,Color,Background/Blue-Main,#008DFF (Blue/500)
aa1a6364-94de-45ba-a1ed-b8321fc14ae9,Color,Background/Blue-Second,#E6F4FF (Blue/50)
efd18dd6-87c7-4289-aa97-cadbb32f9333,Color,Background/Purple-Main,#5D55F6 (Purple/500)
03e77d1e-8c34-457e-bdc2-5c010246ca78,Color,Background/Purple-Second,#ECEBFF (Purple/50)
0ec2f17e-3a61-423d-830e-9415ab652636,Color,Stroke/Base,#E5E5E5 (Neutral/200)
41e9282f-2f65-4d25-a621-b1fe2ad59f91,Color,Stroke/Base-opacity,#FFFFFF (White-opacity) / 40%
9f2168dd-4d0b-4b13-8e8d-412ec5e8fddd,Color,Stroke/Base-Dark,#26282E (Gray/700)
a694cc49-1bf5-4ad6-875b-3f5a1c804385,Color,Stroke/Primary,#FFD119 (Primary-500)
4e0a0416-51ee-4d94-bb75-cea26ad98536,Color,Stroke/Success,#35C581 (Success/600)
8724d44f-2ffa-4953-8b6f-e370b878a7a3,Color,Stroke/Danger,#E83F33 (Danger/600)
ca99d5d7-d533-4b67-9b10-6a4ce61cf3cd,Color,Stroke/Warning,#E38F0D (Warning/600)
eb948e8f-5284-4094-9550-790ced148dbb,Color,Stroke/Red,#FF4538 (Danger/500)
c156f714-d49f-460c-9fb5-471146e30576,Color,Stroke/Blue,#0080E8 (Blue/600)
575d6b4f-1cd4-406f-95d2-6f333b1b9dbe,Color,Stroke/Purple,#574EFA (Purple/600)
5da81822-863a-4ff3-a339-72010e110546,Color,Background/Disabled,#EBEBEC (Gray/50)
309a0591-9084-4d69-a9a2-7aa304eab652,Color,Background/Base-Dark-Main,#353841 (Gray/500)
98260d56-de36-4354-bd32-48b48ed9b0d8,Color,Background/Base-Dark-Second,#1D1F24 (Gray/800)
54be1dfa-66fa-40d8-a1db-2743b18a50a5,Color,Background/Base-Dark-Opaciy,#000000 (Black-opacity) / 40%
d19d52c9-492a-4329-86e8-2284ced7c4e4,Typography,Headline 1/Semibold,24px / 150% Google Sans 600
1ab749d0-9b5f-4d07-9f0c-c2b8b4522e8f,Typography,Headline 2/Semibold,22px / 150% Google Sans 600
b5c03e7c-6e54-486f-b5c4-0d18e1eb2786,Typography,Headline 3/Semibold,20px / 150% Google Sans 600
98954fd9-a111-42f9-bb00-d2f38ac082c6,Typography,Text L/Regular,18px / 150% Google Sans 400
5b9ec650-43f6-4ecb-b365-90c288f7eb6b,Typography,Text L/Medium,18px / 150% Google Sans 500
a53976c0-1f4c-45d4-9710-f60510d31d1d,Typography,Text L/Semibold,18px / 150% Google Sans 600
8dea9e82-8898-43b3-9fe3-27e6f4ee75ff,Typography,Text M/Regular,16px / 150% Google Sans 400
4868a4dd-6d5f-4268-a2b9-80bf145904c0,Typography,Text M/Medium,16px / 150% Google Sans 500
87cbddc0-eb18-46d6-a3e8-91b9586b1d41,Typography,Text M/Semibold,16px / 150% Google Sans 600
fced2e87-f89a-4261-a0cd-919cb1e960e7,Typography,Text S/Regular,14px / 150% Google Sans 400
ebc2a4b8-34bd-4a85-af33-b988f5fa981d,Typography,Text S/Medium,14px / 150% Google Sans 500
9ca9314d-eca0-43b4-b04c-2481764b20ab,Typography,Text S/Semibold,14px / 150% Google Sans 600
8b0dc1e1-522d-4e27-8e93-56d4d359e3fc,Typography,Text XS/Regular,12px / 150% Google Sans 400
de0aa25b-8f51-4d45-80f5-eeef41203f29,Typography,Text XS/Medium,12px / 150% Google Sans 500
11b7d560-ccba-4c89-8cb6-d5de050c0a1d,Typography,Text XS/Semibold,12px / 150% Google Sans 600
9d7f04e5-6e4f-4ebe-8d86-f6e7a50bec6f,Typography,Text XXS/Regular,10px / 150% Google Sans 400
593e8ddb-7d6d-4bd9-8422-4c9d41ace372,Typography,Text XXS/Medium,10px / 150% Google Sans 500
4c3056a5-7065-4848-aa2b-e8ea7453be79,Typography,Text XXS/Semibold,10px / 150% Google Sans 600
f4aa0bc9-8aaa-47bd-a333-50c6fcdd7e04,Shadow,Shadow/XSM,0 1px 2px 0 #101828 / 4%
945681c6-1b35-4f4d-9d3e-14701dfb4288,Shadow,Shadow/SM,rgba(16, 24, 40, 0.1) 0px 1px 3px 0px, rgba(16, 24, 40, 0.1) 0px 1px 2px -1px
1ce87fc2-734a-4160-ba33-36f38c4490e8,Shadow,Shadow/MD,rgba(16, 24, 40, 0.1) 0px 4px 6px -1px, rgba(16, 24, 40, 0.1) 0px 2px 4px -2px
526a090b-0409-4398-a6b6-33cb411f20f8,Shadow,Shadow/LG,rgba(16, 24, 40, 0.1) 0px 10px 15px -3px, rgba(16, 24, 40, 0.1) 0px 4px 6px -4px
030928cd-323d-4266-b138-80f45764319c,Shadow,Shadow/XL,rgba(16, 24, 40, 0.1) 0px 20px 25px -5px, rgba(16, 24, 40, 0.1) 0px 8px 10px -6px
ae11185a-4ffd-4940-a34b-d5b504a6f48d,Shadow,Shadow/2XL,0 25px 50px -12px #101828 / 25%
8244bfb7-2f16-48bf-a5cc-e67d7b2a453c,Shadow,Shadow/Hover shaddow,rgba(16, 24, 40, 0.03) 0px 4px 6px -1px, rgba(16, 24, 40, 0.05) 0px 2px 4px -2px
5228b2df-e79d-4ee8-9cde-8f7a76098dcc,Shadow,Shadow/Soft Shadow,rgba(113, 128, 150, 0.08) 0px 0px 8px 0px, rgba(113, 128, 150, 0.04) 0px 0px 4px 0px
af50dd08-6b50-49ee-bd0a-feda0e7197b2,Shadow,Shadow/Center Shadow,0 0 40px 4px #101828 / 12%
d9ff2d3e-3f8f-4fda-ae5f-0db18820f8a2,Blur,Blur/Navbar Blur,background 64px
11a3bdac-6341-40ed-8632-4f7d214954e6,Blur,Blur/Bg Blur 2,background 7px
00a9fadf-c4a5-43d9-bd61-684fe9b98076,Shadow,Focused/Light Gray,0 0 0 3px #EFF1F3
932bfdc9-ccd6-48eb-bbec-c7ab4f656a16,Shadow,Focused/Primary,0 0 0 3px #FFF1B8
01931915-2eee-41cf-b4a3-37cd3297053a,Shadow,Focused/Danger,0 0 0 3px #FDDDDC
af15e9cf-553a-4015-b4ff-6c6a382b02d8,Shadow,Focused/Warning,0 0 0 3px #FFE4C0
d31cd85a-6afd-4c9b-bd06-dabf99b52c0d,Blur,Blur/Item Blur 3,background 16px
361f043a-753f-4acd-9f6d-f700606b47c9,Shadow,Focused/Success,0 0 0 3px #B1EEB9
176892ce-4f50-4088-be49-3d510d031f6e,Shadow,Focused/Purple,0 0 0 3px #C7C4FD
0b24d833-36b0-4ba2-9e67-b94c01d2d879,Shadow,Focused/Dark Gray,0 0 0 3px #454D56
e2c887f1-3440-46b1-9b23-a60b87db3dfb,Gradient,Gradient/Primary/Liniar/100 -> 400 (90 deg),linear
5c5e03af-a0fd-4117-b060-be18268fe845,Gradient,Gradient/Primary/Liniar/800 -> 400 (45 deg),linear
e561d0ac-132d-4f6e-8096-0c4d23132699,Gradient,Gradient/Primary/Liniar/900 -> 600 (25 deg),linear
4a2bde6b-ea62-4464-8af6-67dac4f510f0,Gradient,Gradient/Primary/Liniar/Soft base,linear
d2ea6f3e-15b9-48b3-83d2-16fba0262d56,Gradient,Gradient/Primary/Liniar/Decorative base,linear
00732256-979c-4183-adb2-16956cf67763,Gradient,Gradient/Primary/Liniar/Line,linear
0364c473-792e-4c5f-a29a-2507abc24778,Gradient,Gradient/Primary/Liniar/Liniar white,linear
3319dc98-d530-4e4c-af36-4d15c3bacf94,Gradient,Gradient/Gray/Liniar/900 -> 600 (25 deg),linear
3f5a0439-da3a-49d8-a620-2be10d9435a4,Gradient,Gradient/Gray/Liniar/100 -> 400 (90 deg),linear
dd3c0172-9a2e-49e0-aa03-455d3505b5cf,Gradient,Gradient/Gray/Liniar/800 -> 400 (45 deg),linear
e728105f-6ac1-4b0b-a7f9-3a647f10309e,Gradient,Gradient/Gray/Liniar/Lines,linear
8189c0a0-9136-4754-a5bf-054e04d51a0a,Gradient,Gradient/Overlay/Chart gradient,linear
699f5d1d-c41e-4b3f-91ff-22651a5eb5a1,Gradient,Gradient/Overlay/Gray,linear
002f26d9-fe29-42e1-94ab-8e9eb02dd127,Gradient,Gradient/Display Icon,linear
cbab9ac4-31e5-4778-aff2-ffeac28058a4,Gradient,Gradient/Display white,linear
22a7ce61-60f1-4ac8-82f2-2f2b9e1039dc,Gradient,Gradient/Display,linear
832bd171-23ae-4863-a31e-37126652d456,Gradient,Gradient/Colorful/1,linear
9e7f8c1e-7d61-41c0-923a-5877fc5b21c6,Gradient,Gradient/Colorful/2,linear
f4e61857-da9d-4ad7-8886-d51bfd87905b,Gradient,Gradient/Colorful/3,linear
fc49f14d-173b-487d-857d-ff20741d4979,Gradient,Gradient/Colorful/4,linear
fa9c6b12-6cd1-4475-903c-d2f9c3b159aa,Gradient,Gradient/Colorful/5,linear
3f821fe7-8d10-4bc1-b612-712ab8d1313e,Gradient,Gradient/Colorful/6,linear
b0f8583c-3e6f-4cda-812d-045b9fdf3005,Gradient,Gradient/Colorful/7,linear
b4e54c6f-d3c4-4dea-ad38-0475424f588b,Gradient,Gradient/Colorful/8,linear
858353c0-d751-4e28-8352-c115dceb0427,Gradient,Gradient/Colorful/9,linear
e5800bde-050c-470b-a841-1acc46bb3994,Gradient,Gradient/Colorful/10,linear
4ff21309-ffa1-4aba-a53c-169a0469cb9f,Gradient,Gradient/Colorful/11,linear
efed87e0-dcc5-4b12-9633-88a2e167e4e1,Gradient,Gradient/Colorful/12,linear
9b868aea-fde0-4dfb-8471-def1dcc1127f,Gradient,Gradient/Colorful/13,linear
ff1f4ec0-8fc9-4070-9528-82c621619871,Gradient,Gradient/Colorful/14,linear
dde7c621-dc88-475f-a984-17ef7de0f6e7,Gradient,Gradient/Colorful/15,linear
35a4418d-bae7-4673-bc80-610f8bea5c25,Gradient,Gradient/Colorful/16,linear
d7f0f90f-5df7-417b-ab14-595bab4beccf,Gradient,Gradient/Pastel/1,linear
1acfb197-bf33-4ada-9066-5dd8bfb89f43,Gradient,Gradient/Pastel/2,linear
e9a2d8c7-64dc-4a41-8c31-f6809235409b,Gradient,Gradient/Pastel/3,linear
08cd5ce3-141f-47a4-9b32-a8990e974119,Gradient,Gradient/Pastel/4,linear
f11b4faa-928a-4abf-b08f-0257976d8745,Gradient,Gradient/Pastel/4,linear
db3c8940-aebf-45a4-94e1-6857e8321a98,Gradient,Gradient/Pastel/6,linear
b6bc3ded-fe3c-4faf-beb8-bfe1002fd5cb,Gradient,Gradient/Pastel/7,linear
5c82bd0a-6c0f-4ff3-ab49-192de815f80b,Gradient,Gradient/Pastel/8,linear
8051ee98-c6f3-4014-a0e6-6df636c68f95,Gradient,Gradient/Pastel/9,linear
64d47119-3251-4a64-a795-83cd9001c237,Gradient,Gradient/Pastel/10,linear
8339aab1-65ac-4f4f-86db-fdea578f451b,Gradient,Gradient/Pastel/11,linear
b648806a-549c-49a9-bcbd-9e4ca2ecd371,Gradient,Gradient/Pastel/12,linear
